task_id	name	status	exit	realtime	peak_rss	submit	start	complete
309	run_discovery_analysis_trans (251)	COMPLETED	0	3h 12m 47s	1.5 GB	2024-04-25 05:17:53.116	2024-04-25 05:18:01.477	2024-04-25 08:30:48.354
394	run_discovery_analysis_trans (336)	COMPLETED	0	1h 46m 46s	1.5 GB	2024-04-25 06:44:25.429	2024-04-25 06:44:28.925	2024-04-25 08:31:18.091
332	run_discovery_analysis_trans (274)	COMPLETED	0	3h 9m 26s	1.6 GB	2024-04-25 05:21:53.819	2024-04-25 05:22:02.301	2024-04-25 08:31:32.562
374	run_discovery_analysis_trans (316)	COMPLETED	0	3h 28s	1.6 GB	2024-04-25 05:30:54.815	2024-04-25 05:31:03.808	2024-04-25 08:31:41.990
449	run_discovery_analysis_trans (391)	COMPLETED	0	3h 8m 37s	1.6 GB	2024-04-25 05:24:15.064	2024-04-25 05:24:23.600	2024-04-25 08:33:01.681
385	run_discovery_analysis_trans (327)	COMPLETED	0	3h 19m 28s	1.6 GB	2024-04-25 05:13:30.695	2024-04-25 05:13:39.236	2024-04-25 08:33:11.239
370	run_discovery_analysis_trans (312)	COMPLETED	0	3h 6m 32s	1.6 GB	2024-04-25 05:27:58.115	2024-04-25 05:28:06.667	2024-04-25 08:34:40.845
450	run_discovery_analysis_trans (392)	COMPLETED	0	3h 11m 36s	1.6 GB	2024-04-25 05:24:47.088	2024-04-25 05:24:54.424	2024-04-25 08:36:30.385
334	run_discovery_analysis_trans (276)	COMPLETED	0	3h 6m 7s	1.5 GB	2024-04-25 05:31:46.405	2024-04-25 05:31:54.545	2024-04-25 08:38:05.008
335	run_discovery_analysis_trans (277)	COMPLETED	0	3h 5m 36s	1.6 GB	2024-04-25 05:32:17.731	2024-04-25 05:32:25.394	2024-04-25 08:38:14.506
343	run_discovery_analysis_trans (285)	COMPLETED	0	3h 15m 3s	1.6 GB	2024-04-25 05:23:23.935	2024-04-25 05:23:32.914	2024-04-25 08:38:39.165
357	run_discovery_analysis_trans (299)	COMPLETED	0	3h 11m 34s	1.6 GB	2024-04-25 05:26:56.926	2024-04-25 05:27:05.966	2024-04-25 08:38:48.623
371	run_discovery_analysis_trans (313)	COMPLETED	0	3h 10m 49s	1.6 GB	2024-04-25 05:28:29.213	2024-04-25 05:28:37.318	2024-04-25 08:39:28.248
421	run_discovery_analysis_trans (363)	COMPLETED	0	3h 11m 41s	1.6 GB	2024-04-25 05:29:08.794	2024-04-25 05:29:17.738	2024-04-25 08:40:57.893
451	run_discovery_analysis_trans (393)	COMPLETED	0	3h 16m 2s	1.6 GB	2024-04-25 05:25:19.715	2024-04-25 05:25:25.312	2024-04-25 08:41:27.496
462	run_discovery_analysis_trans (404)	COMPLETED	0	3h 7m 17s	1.6 GB	2024-04-25 05:34:07.878	2024-04-25 05:34:16.517	2024-04-25 08:41:37.038
338	run_discovery_analysis_trans (280)	COMPLETED	0	3h 1m 2s	1.6 GB	2024-04-25 05:41:51.618	2024-04-25 05:42:00.408	2024-04-25 08:43:01.630
358	run_discovery_analysis_trans (300)	COMPLETED	0	3h 5m 28s	1.6 GB	2024-04-25 05:37:46.243	2024-04-25 05:38:07.645	2024-04-25 08:43:26.416
310	run_discovery_analysis_trans (252)	COMPLETED	0	3h 8m 43s	1.5 GB	2024-04-25 05:35:11.310	2024-04-25 05:35:18.438	2024-04-25 08:44:01.212
356	run_discovery_analysis_trans (298)	COMPLETED	0	3h 7m 4s	1.6 GB	2024-04-25 05:37:13.801	2024-04-25 05:37:21.210	2024-04-25 08:44:25.843
407	run_discovery_analysis_trans (349)	COMPLETED	0	3h 11m 12s	1.6 GB	2024-04-25 05:33:26.878	2024-04-25 05:33:35.808	2024-04-25 08:44:45.585
362	run_discovery_analysis_trans (304)	COMPLETED	0	3h 5m 27s	1.5 GB	2024-04-25 05:39:21.413	2024-04-25 05:39:30.018	2024-04-25 08:44:55.273
383	run_discovery_analysis_trans (325)	COMPLETED	0	3h 14m 41s	1.5 GB	2024-04-25 05:29:58.891	2024-04-25 05:30:07.902	2024-04-25 08:45:04.975
463	run_discovery_analysis_trans (405)	COMPLETED	0	3h 10m 41s	1.6 GB	2024-04-25 05:34:39.892	2024-04-25 05:34:47.752	2024-04-25 08:45:29.862
403	run_discovery_analysis_trans (345)	COMPLETED	0	3h 3m 31s	1.5 GB	2024-04-25 05:42:33.079	2024-04-25 05:42:46.494	2024-04-25 08:46:14.657
359	run_discovery_analysis_trans (301)	COMPLETED	0	3h 8m 40s	1.6 GB	2024-04-25 05:38:18.409	2024-04-25 05:38:27.992	2024-04-25 08:47:09.535
414	run_discovery_analysis_trans (356)	COMPLETED	0	2h 59m 33s	1.6 GB	2024-04-25 05:48:00.777	2024-04-25 05:48:39.876	2024-04-25 08:47:39.408
422	run_discovery_analysis_trans (364)	COMPLETED	0	2h 55m 46s	1.6 GB	2024-04-25 05:51:58.056	2024-04-25 05:52:01.002	2024-04-25 08:47:49.232
415	run_discovery_analysis_trans (357)	COMPLETED	0	3h 52s	1.6 GB	2024-04-25 05:48:34.913	2024-04-25 05:49:10.825	2024-04-25 08:49:34.041
408	run_discovery_analysis_trans (350)	COMPLETED	0	3h 5m 7s	1.6 GB	2024-04-25 05:44:46.806	2024-04-25 05:44:50.945	2024-04-25 08:49:58.641
360	run_discovery_analysis_trans (302)	COMPLETED	0	3h 11m 7s	1.5 GB	2024-04-25 05:38:49.876	2024-04-25 05:38:58.877	2024-04-25 08:50:08.220
406	run_discovery_analysis_trans (348)	COMPLETED	0	3h 7m 47s	1.6 GB	2024-04-25 05:44:13.383	2024-04-25 05:44:40.506	2024-04-25 08:52:07.889
410	run_discovery_analysis_trans (352)	COMPLETED	0	3h 7m 54s	1.6 GB	2024-04-25 05:45:51.012	2024-04-25 05:45:58.141	2024-04-25 08:53:52.805
404	run_discovery_analysis_trans (346)	COMPLETED	0	3h 12m 8s	1.6 GB	2024-04-25 05:43:06.088	2024-04-25 05:43:58.914	2024-04-25 08:55:22.352
423	run_discovery_analysis_trans (365)	COMPLETED	0	3h 3m 1s	1.6 GB	2024-04-25 05:52:30.202	2024-04-25 05:52:36.639	2024-04-25 08:55:37.012
411	run_discovery_analysis_trans (353)	COMPLETED	0	3h 9m 13s	1.6 GB	2024-04-25 05:46:22.837	2024-04-25 05:46:29.205	2024-04-25 08:55:46.699
412	run_discovery_analysis_trans (354)	COMPLETED	0	3h 9m 33s	1.6 GB	2024-04-25 05:46:55.490	2024-04-25 05:47:00.616	2024-04-25 08:56:36.676
355	run_discovery_analysis_trans (297)	COMPLETED	0	3h 20m 10s	1.6 GB	2024-04-25 05:36:40.892	2024-04-25 05:37:00.075	2024-04-25 08:57:01.219
409	run_discovery_analysis_trans (351)	COMPLETED	0	3h 13m 27s	1.5 GB	2024-04-25 05:45:18.595	2024-04-25 05:45:26.670	2024-04-25 08:58:50.787
417	run_discovery_analysis_trans (359)	COMPLETED	0	3h 11m 16s	1.6 GB	2024-04-25 05:49:42.778	2024-04-25 05:50:22.963	2024-04-25 09:01:05.290
438	run_discovery_analysis_trans (380)	COMPLETED	0	3h 1m	1.6 GB	2024-04-25 06:00:40.875	2024-04-25 06:00:44.039	2024-04-25 09:01:44.826
432	run_discovery_analysis_trans (374)	COMPLETED	0	3h 5m 17s	1.6 GB	2024-04-25 05:57:24.272	2024-04-25 05:57:28.795	2024-04-25 09:02:44.502
419	run_discovery_analysis_trans (361)	COMPLETED	0	3h 12m 8s	1.6 GB	2024-04-25 05:50:51.553	2024-04-25 05:51:04.634	2024-04-25 09:03:04.224
427	run_discovery_analysis_trans (369)	COMPLETED	0	3h 8m 24s	1.6 GB	2024-04-25 05:54:42.891	2024-04-25 05:54:45.308	2024-04-25 09:03:13.860
431	run_discovery_analysis_trans (373)	COMPLETED	0	3h 6m 35s	1.5 GB	2024-04-25 05:56:52.128	2024-04-25 05:56:58.143	2024-04-25 09:03:33.432
434	run_discovery_analysis_trans (376)	COMPLETED	0	3h 5m 14s	1.6 GB	2024-04-25 05:58:28.716	2024-04-25 05:58:35.024	2024-04-25 09:03:47.995
454	run_discovery_analysis_trans (396)	COMPLETED	0	2h 56m	1.6 GB	2024-04-25 06:07:50.867	2024-04-25 06:08:02.944	2024-04-25 09:03:57.466
416	run_discovery_analysis_trans (358)	COMPLETED	0	3h 15m 3s	1.6 GB	2024-04-25 05:49:08.827	2024-04-25 05:49:52.252	2024-04-25 09:04:17.053
428	run_discovery_analysis_trans (370)	COMPLETED	0	3h 9m 12s	1.6 GB	2024-04-25 05:55:15.844	2024-04-25 05:55:21.394	2024-04-25 09:04:31.715
429	run_discovery_analysis_trans (371)	COMPLETED	0	3h 8m 42s	1.6 GB	2024-04-25 05:55:47.776	2024-04-25 05:55:51.927	2024-04-25 09:04:41.211
430	run_discovery_analysis_trans (372)	COMPLETED	0	3h 8m 40s	1.6 GB	2024-04-25 05:56:19.980	2024-04-25 05:56:22.481	2024-04-25 09:05:05.778
313	run_discovery_analysis_trans (255)	COMPLETED	0	2h 51m 46s	1.5 GB	2024-04-25 06:13:26.914	2024-04-25 06:13:37.523	2024-04-25 09:05:15.337
455	run_discovery_analysis_trans (397)	COMPLETED	0	2h 58m 56s	1.5 GB	2024-04-25 06:08:25.024	2024-04-25 06:08:50.225	2024-04-25 09:07:24.899
426	run_discovery_analysis_trans (368)	COMPLETED	0	3h 13m 30s	1.6 GB	2024-04-25 05:54:10.110	2024-04-25 05:54:24.833	2024-04-25 09:07:44.468
405	run_discovery_analysis_trans (347)	COMPLETED	0	3h 24m 18s	1.6 GB	2024-04-25 05:43:39.458	2024-04-25 05:44:19.456	2024-04-25 09:08:04.013
418	run_discovery_analysis_trans (360)	COMPLETED	0	3h 18m 13s	1.6 GB	2024-04-25 05:50:17.288	2024-04-25 05:50:43.890	2024-04-25 09:08:38.561
433	run_discovery_analysis_trans (375)	COMPLETED	0	3h 11m 19s	1.5 GB	2024-04-25 05:57:56.394	2024-04-25 05:57:59.421	2024-04-25 09:09:18.274
445	run_discovery_analysis_trans (387)	COMPLETED	0	3h 4m 58s	1.6 GB	2024-04-25 06:04:31.401	2024-04-25 06:04:36.844	2024-04-25 09:09:33.048
456	run_discovery_analysis_trans (398)	COMPLETED	0	3h 39s	1.5 GB	2024-04-25 06:08:59.038	2024-04-25 06:09:11.252	2024-04-25 09:09:42.498
320	run_discovery_analysis_trans (262)	COMPLETED	0	2h 52m 35s	1.5 GB	2024-04-25 06:17:17.321	2024-04-25 06:17:20.489	2024-04-25 09:09:57.040
441	run_discovery_analysis_trans (383)	COMPLETED	0	3h 7m 42s	1.6 GB	2024-04-25 06:02:18.344	2024-04-25 06:02:37.463	2024-04-25 09:10:06.615
448	run_discovery_analysis_trans (390)	COMPLETED	0	3h 3m 56s	1.6 GB	2024-04-25 06:06:12.119	2024-04-25 06:06:14.513	2024-04-25 09:10:16.106
453	run_discovery_analysis_trans (395)	COMPLETED	0	3h 2m 41s	1.5 GB	2024-04-25 06:07:16.994	2024-04-25 06:07:21.358	2024-04-25 09:10:25.560
314	run_discovery_analysis_trans (256)	COMPLETED	0	2h 56m 3s	1.6 GB	2024-04-25 06:13:59.433	2024-04-25 06:14:08.466	2024-04-25 09:10:35.116
317	run_discovery_analysis_trans (259)	COMPLETED	0	2h 54m 42s	1.6 GB	2024-04-25 06:15:39.336	2024-04-25 06:15:41.850	2024-04-25 09:10:44.576
413	run_discovery_analysis_trans (355)	COMPLETED	0	3h 23m 11s	1.6 GB	2024-04-25 05:47:28.071	2024-04-25 05:47:42.885	2024-04-25 09:10:54.095
424	run_discovery_analysis_trans (366)	COMPLETED	0	3h 17m 54s	1.5 GB	2024-04-25 05:53:04.794	2024-04-25 05:53:18.488	2024-04-25 09:11:03.643
439	run_discovery_analysis_trans (381)	COMPLETED	0	3h 8m 59s	1.6 GB	2024-04-25 06:01:12.965	2024-04-25 06:01:24.910	2024-04-25 09:11:13.070
420	run_discovery_analysis_trans (362)	COMPLETED	0	3h 19m 38s	1.5 GB	2024-04-25 05:51:24.772	2024-04-25 05:51:50.661	2024-04-25 09:11:22.604
316	run_discovery_analysis_trans (258)	COMPLETED	0	2h 57m 15s	1.6 GB	2024-04-25 06:15:05.908	2024-04-25 06:15:20.946	2024-04-25 09:12:27.145
321	run_discovery_analysis_trans (263)	COMPLETED	0	2h 54m 50s	1.5 GB	2024-04-25 06:17:49.009	2024-04-25 06:17:51.026	2024-04-25 09:12:41.915
425	run_discovery_analysis_trans (367)	COMPLETED	0	3h 19m 51s	1.5 GB	2024-04-25 05:53:38.346	2024-04-25 05:53:44.031	2024-04-25 09:13:36.547
442	run_discovery_analysis_trans (384)	COMPLETED	0	3h 12m 22s	1.6 GB	2024-04-25 06:02:52.192	2024-04-25 06:02:58.271	2024-04-25 09:15:21.152
444	run_discovery_analysis_trans (386)	COMPLETED	0	3h 11m 23s	1.5 GB	2024-04-25 06:03:57.815	2024-04-25 06:04:11.012	2024-04-25 09:15:30.820
328	run_discovery_analysis_trans (270)	COMPLETED	0	2h 54m 19s	1.6 GB	2024-04-25 06:21:07.142	2024-04-25 06:21:43.525	2024-04-25 09:15:40.446
435	run_discovery_analysis_trans (377)	COMPLETED	0	3h 16m 47s	1.5 GB	2024-04-25 05:59:02.154	2024-04-25 05:59:16.801	2024-04-25 09:15:55.188
333	run_discovery_analysis_trans (275)	COMPLETED	0	2h 54m 18s	1.5 GB	2024-04-25 06:21:40.427	2024-04-25 06:22:04.582	2024-04-25 09:16:04.819
440	run_discovery_analysis_trans (382)	COMPLETED	0	3h 14m 17s	1.6 GB	2024-04-25 06:01:45.935	2024-04-25 06:01:50.448	2024-04-25 09:16:14.497
322	run_discovery_analysis_trans (264)	COMPLETED	0	2h 57m 46s	1.6 GB	2024-04-25 06:18:21.280	2024-04-25 06:18:27.388	2024-04-25 09:16:24.163
459	run_discovery_analysis_trans (401)	COMPLETED	0	3h 6m 17s	1.6 GB	2024-04-25 06:10:37.306	2024-04-25 06:10:53.833	2024-04-25 09:16:58.867
436	run_discovery_analysis_trans (378)	COMPLETED	0	3h 17m 36s	1.5 GB	2024-04-25 05:59:35.613	2024-04-25 05:59:42.196	2024-04-25 09:17:18.364
460	run_discovery_analysis_trans (402)	COMPLETED	0	3h 6m 24s	1.5 GB	2024-04-25 06:11:10.723	2024-04-25 06:11:14.839	2024-04-25 09:17:37.941
452	run_discovery_analysis_trans (394)	COMPLETED	0	3h 10m 57s	1.6 GB	2024-04-25 06:06:45.047	2024-04-25 06:06:50.604	2024-04-25 09:17:47.528
443	run_discovery_analysis_trans (385)	COMPLETED	0	3h 14m 43s	1.5 GB	2024-04-25 06:03:24.223	2024-04-25 06:03:34.540	2024-04-25 09:18:12.450
446	run_discovery_analysis_trans (388)	COMPLETED	0	3h 13m 22s	1.6 GB	2024-04-25 06:05:04.822	2024-04-25 06:05:17.788	2024-04-25 09:18:32.278
447	run_discovery_analysis_trans (389)	COMPLETED	0	3h 12m 47s	1.6 GB	2024-04-25 06:05:39.028	2024-04-25 06:05:49.031	2024-04-25 09:18:42.096
458	run_discovery_analysis_trans (400)	COMPLETED	0	3h 8m 48s	1.5 GB	2024-04-25 06:10:05.154	2024-04-25 06:10:07.641	2024-04-25 09:18:56.933
461	run_discovery_analysis_trans (403)	COMPLETED	0	3h 7m 12s	1.6 GB	2024-04-25 06:11:44.928	2024-04-25 06:12:18.448	2024-04-25 09:19:06.595
437	run_discovery_analysis_trans (379)	COMPLETED	0	3h 19m 23s	1.6 GB	2024-04-25 06:00:07.814	2024-04-25 06:00:23.285	2024-04-25 09:19:36.345
457	run_discovery_analysis_trans (399)	COMPLETED	0	3h 10m 1s	1.5 GB	2024-04-25 06:09:32.795	2024-04-25 06:09:36.941	2024-04-25 09:19:46.095
323	run_discovery_analysis_trans (265)	COMPLETED	0	3h 55s	1.5 GB	2024-04-25 06:18:53.098	2024-04-25 06:19:03.347	2024-04-25 09:19:55.901
341	run_discovery_analysis_trans (283)	COMPLETED	0	2h 55m 43s	1.5 GB	2024-04-25 06:23:53.758	2024-04-25 06:24:00.453	2024-04-25 09:20:05.711
336	run_discovery_analysis_trans (278)	COMPLETED	0	2h 57m 51s	1.6 GB	2024-04-25 06:22:14.311	2024-04-25 06:22:35.729	2024-04-25 09:20:15.551
339	run_discovery_analysis_trans (281)	COMPLETED	0	2h 57m 38s	1.5 GB	2024-04-25 06:22:47.939	2024-04-25 06:23:12.468	2024-04-25 09:20:30.439
318	run_discovery_analysis_trans (260)	COMPLETED	0	3h 4m 47s	1.6 GB	2024-04-25 06:16:12.610	2024-04-25 06:16:23.591	2024-04-25 09:21:05.293
319	run_discovery_analysis_trans (261)	COMPLETED	0	3h 4m 55s	1.5 GB	2024-04-25 06:16:45.830	2024-04-25 06:16:49.960	2024-04-25 09:21:45.162
312	run_discovery_analysis_trans (254)	COMPLETED	0	3h 9m 32s	1.5 GB	2024-04-25 06:12:53.295	2024-04-25 06:13:26.854	2024-04-25 09:22:29.737
348	run_discovery_analysis_trans (290)	COMPLETED	0	2h 57m 30s	1.5 GB	2024-04-25 06:27:07.461	2024-04-25 06:27:29.076	2024-04-25 09:24:44.732
311	run_discovery_analysis_trans (253)	COMPLETED	0	3h 12m 50s	1.6 GB	2024-04-25 06:12:19.100	2024-04-25 06:12:39.737	2024-04-25 09:25:14.550
347	run_discovery_analysis_trans (289)	COMPLETED	0	2h 58m 47s	1.6 GB	2024-04-25 06:26:34.972	2024-04-25 06:26:47.113	2024-04-25 09:25:29.366
345	run_discovery_analysis_trans (287)	COMPLETED	0	3h 59s	1.6 GB	2024-04-25 06:25:31.256	2024-04-25 06:25:33.766	2024-04-25 09:26:34.186
342	run_discovery_analysis_trans (284)	COMPLETED	0	3h 2m 21s	1.5 GB	2024-04-25 06:24:26.161	2024-04-25 06:24:31.023	2024-04-25 09:26:53.842
364	run_discovery_analysis_trans (306)	COMPLETED	0	2h 55m 30s	1.6 GB	2024-04-25 06:31:26.948	2024-04-25 06:31:31.338	2024-04-25 09:27:03.653
315	run_discovery_analysis_trans (257)	COMPLETED	0	3h 12m 36s	1.6 GB	2024-04-25 06:14:33.046	2024-04-25 06:14:39.498	2024-04-25 09:27:13.482
365	run_discovery_analysis_trans (307)	COMPLETED	0	2h 55m 19s	1.5 GB	2024-04-25 06:31:58.568	2024-04-25 06:32:01.900	2024-04-25 09:27:23.205
366	run_discovery_analysis_trans (308)	COMPLETED	0	2h 56m 43s	1.5 GB	2024-04-25 06:32:30.252	2024-04-25 06:32:32.759	2024-04-25 09:29:17.951
344	run_discovery_analysis_trans (286)	COMPLETED	0	3h 5m 29s	1.6 GB	2024-04-25 06:24:57.718	2024-04-25 06:25:17.685	2024-04-25 09:30:32.747
363	run_discovery_analysis_trans (305)	COMPLETED	0	3h 1m 1s	1.6 GB	2024-04-25 06:30:55.329	2024-04-25 06:31:00.843	2024-04-25 09:32:02.609
380	run_discovery_analysis_trans (322)	COMPLETED	0	2h 54m 56s	1.6 GB	2024-04-25 06:37:54.428	2024-04-25 06:37:56.512	2024-04-25 09:32:57.452
326	run_discovery_analysis_trans (268)	COMPLETED	0	3h 13m 11s	1.5 GB	2024-04-25 06:20:00.392	2024-04-25 06:20:25.815	2024-04-25 09:33:17.372
379	run_discovery_analysis_trans (321)	COMPLETED	0	2h 55m 54s	1.6 GB	2024-04-25 06:37:22.919	2024-04-25 06:37:25.821	2024-04-25 09:33:27.183
327	run_discovery_analysis_trans (269)	COMPLETED	0	3h 12m 58s	1.6 GB	2024-04-25 06:20:34.072	2024-04-25 06:20:46.503	2024-04-25 09:33:36.989
340	run_discovery_analysis_trans (282)	COMPLETED	0	3h 10m 57s	1.5 GB	2024-04-25 06:23:20.760	2024-04-25 06:23:33.889	2024-04-25 09:34:21.782
324	run_discovery_analysis_trans (266)	COMPLETED	0	3h 16m 7s	1.6 GB	2024-04-25 06:19:26.947	2024-04-25 06:20:15.433	2024-04-25 09:35:36.548
399	run_discovery_analysis_trans (341)	COMPLETED	0	2h 48m 38s	1.5 GB	2024-04-25 06:47:09.189	2024-04-25 06:48:07.111	2024-04-25 09:35:51.427
401	run_discovery_analysis_trans (343)	COMPLETED	0	2h 48m 19s	1.6 GB	2024-04-25 06:48:16.814	2024-04-25 06:48:48.704	2024-04-25 09:36:41.168
349	run_discovery_analysis_trans (291)	COMPLETED	0	3h 9m 56s	1.6 GB	2024-04-25 06:27:41.064	2024-04-25 06:27:44.817	2024-04-25 09:37:40.957
346	run_discovery_analysis_trans (288)	COMPLETED	0	3h 13m 18s	1.6 GB	2024-04-25 06:26:03.573	2024-04-25 06:26:10.166	2024-04-25 09:39:25.800
354	run_discovery_analysis_trans (296)	COMPLETED	0	3h 9m 28s	1.6 GB	2024-04-25 06:30:23.924	2024-04-25 06:30:30.026	2024-04-25 09:39:55.615
388	run_discovery_analysis_trans (330)	COMPLETED	0	2h 58m 51s	1.5 GB	2024-04-25 06:41:09.528	2024-04-25 06:41:24.074	2024-04-25 09:40:05.555
353	run_discovery_analysis_trans (295)	COMPLETED	0	3h 10m 7s	1.6 GB	2024-04-25 06:29:51.215	2024-04-25 06:30:04.484	2024-04-25 09:40:15.297
402	run_discovery_analysis_trans (344)	COMPLETED	0	2h 51m 29s	1.6 GB	2024-04-25 06:48:50.799	2024-04-25 06:48:58.960	2024-04-25 09:40:24.991
381	run_discovery_analysis_trans (323)	COMPLETED	0	3h 3m 33s	1.5 GB	2024-04-25 06:38:27.306	2024-04-25 06:38:33.063	2024-04-25 09:42:04.712
369	run_discovery_analysis_trans (311)	COMPLETED	0	3h 7m 58s	1.5 GB	2024-04-25 06:34:09.998	2024-04-25 06:34:13.506	2024-04-25 09:42:14.610
352	run_discovery_analysis_trans (294)	COMPLETED	0	3h 13m 42s	1.6 GB	2024-04-25 06:29:18.702	2024-04-25 06:29:23.359	2024-04-25 09:43:04.534
378	run_discovery_analysis_trans (320)	COMPLETED	0	3h 7m 19s	1.6 GB	2024-04-25 06:36:51.384	2024-04-25 06:36:54.998	2024-04-25 09:44:14.317
368	run_discovery_analysis_trans (310)	COMPLETED	0	3h 11m 35s	1.6 GB	2024-04-25 06:33:36.312	2024-04-25 06:33:57.808	2024-04-25 09:45:14.096
367	run_discovery_analysis_trans (309)	COMPLETED	0	3h 12m 27s	1.5 GB	2024-04-25 06:33:03.284	2024-04-25 06:33:20.342	2024-04-25 09:45:34.010
393	run_discovery_analysis_trans (335)	COMPLETED	0	3h 1m 43s	1.5 GB	2024-04-25 06:43:52.974	2024-04-25 06:43:57.196	2024-04-25 09:45:43.972
372	run_discovery_analysis_trans (314)	COMPLETED	0	3h 11m 5s	1.6 GB	2024-04-25 06:34:42.346	2024-04-25 06:34:44.670	2024-04-25 09:45:53.753
376	run_discovery_analysis_trans (318)	COMPLETED	0	3h 11m 14s	1.5 GB	2024-04-25 06:35:46.354	2024-04-25 06:35:52.128	2024-04-25 09:47:03.594
351	run_discovery_analysis_trans (293)	COMPLETED	0	3h 18m 45s	1.6 GB	2024-04-25 06:28:45.856	2024-04-25 06:28:51.879	2024-04-25 09:47:33.446
373	run_discovery_analysis_trans (315)	COMPLETED	0	3h 12m 19s	1.6 GB	2024-04-25 06:35:13.879	2024-04-25 06:35:20.249	2024-04-25 09:47:43.189
350	run_discovery_analysis_trans (292)	COMPLETED	0	3h 20m 20s	1.5 GB	2024-04-25 06:28:13.078	2024-04-25 06:28:15.543	2024-04-25 09:48:37.818
391	run_discovery_analysis_trans (333)	COMPLETED	0	3h 5m 54s	1.6 GB	2024-04-25 06:42:47.014	2024-04-25 06:43:25.657	2024-04-25 09:48:47.685
387	run_discovery_analysis_trans (329)	COMPLETED	0	3h 8m 20s	1.6 GB	2024-04-25 06:40:37.676	2024-04-25 06:40:42.669	2024-04-25 09:49:02.484
382	run_discovery_analysis_trans (324)	COMPLETED	0	3h 11m 33s	1.5 GB	2024-04-25 06:38:59.070	2024-04-25 06:39:35.312	2024-04-25 09:50:37.281
386	run_discovery_analysis_trans (328)	COMPLETED	0	3h 10m 41s	1.6 GB	2024-04-25 06:40:05.839	2024-04-25 06:40:11.815	2024-04-25 09:50:51.911
392	run_discovery_analysis_trans (334)	COMPLETED	0	3h 7m 47s	1.5 GB	2024-04-25 06:43:20.159	2024-04-25 06:43:36.530	2024-04-25 09:51:11.704
389	run_discovery_analysis_trans (331)	COMPLETED	0	3h 10m 5s	1.6 GB	2024-04-25 06:41:42.554	2024-04-25 06:41:50.364	2024-04-25 09:51:51.615
398	run_discovery_analysis_trans (340)	COMPLETED	0	3h 5m 22s	1.6 GB	2024-04-25 06:46:34.915	2024-04-25 06:47:56.471	2024-04-25 09:52:01.538
400	run_discovery_analysis_trans (342)	COMPLETED	0	3h 5m 31s	1.6 GB	2024-04-25 06:47:43.017	2024-04-25 06:48:38.282	2024-04-25 09:53:16.348
