task_id	name	status	exit	realtime	peak_rss	submit	start	complete
181	run_discovery_analysis_trans (123)	COMPLETED	0	3h 6m 18s	1.5 GB	2024-04-25 03:07:53.131	2024-04-25 03:08:20.354	2024-04-25 06:14:18.864
153	run_discovery_analysis_trans (95)	COMPLETED	0	3h 17m 16s	1.5 GB	2024-04-25 02:51:56.828	2024-04-25 02:58:23.683	2024-04-25 06:14:54.881
166	run_discovery_analysis_trans (108)	COMPLETED	0	3h 15m 37s	1.5 GB	2024-04-25 02:59:27.503	2024-04-25 03:00:50.222	2024-04-25 06:15:10.380
151	run_discovery_analysis_trans (93)	COMPLETED	0	3h 17m 45s	1.6 GB	2024-04-25 02:50:48.112	2024-04-25 02:58:00.834	2024-04-25 06:15:31.378
135	run_discovery_analysis_trans (77)	COMPLETED	0	3h 33m 59s	1.6 GB	2024-04-25 02:41:43.411	2024-04-25 02:41:48.291	2024-04-25 06:15:52.327
143	run_discovery_analysis_trans (85)	COMPLETED	0	3h 29m 28s	1.6 GB	2024-04-25 02:46:15.655	2024-04-25 02:46:19.463	2024-04-25 06:16:02.755
158	run_discovery_analysis_trans (100)	COMPLETED	0	3h 18m 7s	1.6 GB	2024-04-25 02:54:45.109	2024-04-25 02:59:19.724	2024-04-25 06:16:12.969
149	run_discovery_analysis_trans (91)	COMPLETED	0	3h 18m 55s	1.6 GB	2024-04-25 02:49:41.170	2024-04-25 02:57:38.569	2024-04-25 06:16:34.139
157	run_discovery_analysis_trans (99)	COMPLETED	0	3h 20m 21s	1.6 GB	2024-04-25 02:54:11.313	2024-04-25 02:59:08.603	2024-04-25 06:18:01.503
162	run_discovery_analysis_trans (104)	COMPLETED	0	3h 21m 14s	1.5 GB	2024-04-25 02:57:01.939	2024-04-25 03:00:04.720	2024-04-25 06:18:52.800
180	run_discovery_analysis_trans (122)	COMPLETED	0	3h 11m 7s	1.6 GB	2024-04-25 03:07:18.281	2024-04-25 03:08:10.014	2024-04-25 06:19:13.666
182	run_discovery_analysis_trans (124)	COMPLETED	0	3h 10m 46s	1.6 GB	2024-04-25 03:08:25.336	2024-04-25 03:08:30.525	2024-04-25 06:19:23.996
183	run_discovery_analysis_trans (125)	COMPLETED	0	3h 10m 11s	1.5 GB	2024-04-25 03:08:57.930	2024-04-25 03:09:01.022	2024-04-25 06:19:34.022
161	run_discovery_analysis_trans (103)	COMPLETED	0	3h 21m 52s	1.5 GB	2024-04-25 02:56:28.303	2024-04-25 02:59:53.444	2024-04-25 06:19:44.574
168	run_discovery_analysis_trans (110)	COMPLETED	0	3h 18m 42s	1.6 GB	2024-04-25 03:00:42.178	2024-04-25 03:01:13.059	2024-04-25 06:19:54.884
170	run_discovery_analysis_trans (112)	COMPLETED	0	3h 17m 57s	1.6 GB	2024-04-25 03:01:53.926	2024-04-25 03:02:00.781	2024-04-25 06:20:04.916
164	run_discovery_analysis_trans (106)	COMPLETED	0	3h 22m 10s	1.5 GB	2024-04-25 02:58:12.812	2024-04-25 03:00:27.593	2024-04-25 06:20:35.891
177	run_discovery_analysis_trans (119)	COMPLETED	0	3h 15m 6s	1.6 GB	2024-04-25 03:05:45.398	2024-04-25 03:05:53.416	2024-04-25 06:21:01.808
154	run_discovery_analysis_trans (96)	COMPLETED	0	3h 23m 32s	1.6 GB	2024-04-25 02:52:30.346	2024-04-25 02:58:35.072	2024-04-25 06:21:12.104
165	run_discovery_analysis_trans (107)	COMPLETED	0	3h 22m 12s	1.6 GB	2024-04-25 02:58:50.092	2024-04-25 03:00:39.065	2024-04-25 06:21:22.540
173	run_discovery_analysis_trans (115)	COMPLETED	0	3h 17m 38s	1.6 GB	2024-04-25 03:03:37.390	2024-04-25 03:03:45.432	2024-04-25 06:21:33.057
172	run_discovery_analysis_trans (114)	COMPLETED	0	3h 18m 27s	1.5 GB	2024-04-25 03:03:02.809	2024-04-25 03:03:08.813	2024-04-25 06:21:54.069
169	run_discovery_analysis_trans (111)	COMPLETED	0	3h 20m 33s	1.6 GB	2024-04-25 03:01:18.846	2024-04-25 03:01:24.320	2024-04-25 06:22:14.851
171	run_discovery_analysis_trans (113)	COMPLETED	0	3h 19m 25s	1.5 GB	2024-04-25 03:02:28.398	2024-04-25 03:02:37.299	2024-04-25 06:22:25.151
156	run_discovery_analysis_trans (98)	COMPLETED	0	3h 25m 11s	1.6 GB	2024-04-25 02:53:37.827	2024-04-25 02:58:57.431	2024-04-25 06:22:51.018
185	run_discovery_analysis_trans (127)	COMPLETED	0	3h 12m 51s	1.6 GB	2024-04-25 03:10:01.818	2024-04-25 03:10:07.262	2024-04-25 06:23:01.756
175	run_discovery_analysis_trans (117)	COMPLETED	0	3h 18m 25s	1.5 GB	2024-04-25 03:04:42.424	2024-04-25 03:04:52.646	2024-04-25 06:23:22.923
174	run_discovery_analysis_trans (116)	COMPLETED	0	3h 19m 31s	1.6 GB	2024-04-25 03:04:10.895	2024-04-25 03:04:16.948	2024-04-25 06:23:49.618
146	run_discovery_analysis_trans (88)	COMPLETED	0	3h 36m 50s	1.5 GB	2024-04-25 02:47:58.582	2024-04-25 02:48:03.962	2024-04-25 06:24:56.300
176	run_discovery_analysis_trans (118)	COMPLETED	0	3h 19m 44s	1.5 GB	2024-04-25 03:05:13.856	2024-04-25 03:05:18.047	2024-04-25 06:25:06.519
186	run_discovery_analysis_trans (128)	COMPLETED	0	3h 15m 11s	1.6 GB	2024-04-25 03:10:33.425	2024-04-25 03:10:38.132	2024-04-25 06:25:49.185
178	run_discovery_analysis_trans (120)	COMPLETED	0	3h 20m 11s	1.6 GB	2024-04-25 03:06:16.893	2024-04-25 03:06:23.884	2024-04-25 06:26:36.111
187	run_discovery_analysis_trans (129)	COMPLETED	0	3h 15m 58s	1.5 GB	2024-04-25 03:11:05.259	2024-04-25 03:11:08.640	2024-04-25 06:27:07.554
188	run_discovery_analysis_trans (130)	COMPLETED	0	3h 15m 28s	1.5 GB	2024-04-25 03:11:36.909	2024-04-25 03:11:44.368	2024-04-25 06:27:18.183
191	run_discovery_analysis_trans (133)	COMPLETED	0	3h 15m 19s	1.6 GB	2024-04-25 03:13:11.311	2024-04-25 03:13:15.742	2024-04-25 06:28:36.258
195	run_discovery_analysis_trans (137)	COMPLETED	0	3h 13m 45s	1.5 GB	2024-04-25 03:15:16.055	2024-04-25 03:15:22.517	2024-04-25 06:29:07.483
199	run_discovery_analysis_trans (141)	COMPLETED	0	3h 12m 15s	1.5 GB	2024-04-25 03:17:22.566	2024-04-25 03:17:29.414	2024-04-25 06:29:43.730
200	run_discovery_analysis_trans (142)	COMPLETED	0	3h 11m 52s	1.6 GB	2024-04-25 03:17:54.333	2024-04-25 03:17:59.864	2024-04-25 06:29:53.823
196	run_discovery_analysis_trans (138)	COMPLETED	0	3h 16m 44s	1.5 GB	2024-04-25 03:15:47.330	2024-04-25 03:15:53.296	2024-04-25 06:32:43.484
190	run_discovery_analysis_trans (132)	COMPLETED	0	3h 20m 22s	1.5 GB	2024-04-25 03:12:40.248	2024-04-25 03:12:45.382	2024-04-25 06:33:09.301
184	run_discovery_analysis_trans (126)	COMPLETED	0	3h 23m 57s	1.6 GB	2024-04-25 03:09:30.014	2024-04-25 03:09:36.695	2024-04-25 06:33:36.210
192	run_discovery_analysis_trans (134)	COMPLETED	0	3h 19m 51s	1.5 GB	2024-04-25 03:13:42.592	2024-04-25 03:13:51.120	2024-04-25 06:33:47.010
193	run_discovery_analysis_trans (135)	COMPLETED	0	3h 19m 59s	1.6 GB	2024-04-25 03:14:13.871	2024-04-25 03:14:21.427	2024-04-25 06:34:23.894
194	run_discovery_analysis_trans (136)	COMPLETED	0	3h 20m 41s	1.6 GB	2024-04-25 03:14:44.926	2024-04-25 03:14:51.885	2024-04-25 06:35:31.073
211	run_discovery_analysis_trans (153)	COMPLETED	0	3h 12m 20s	1.6 GB	2024-04-25 03:23:47.385	2024-04-25 03:23:56.041	2024-04-25 06:36:17.906
189	run_discovery_analysis_trans (131)	COMPLETED	0	3h 24m 22s	1.6 GB	2024-04-25 03:12:08.610	2024-04-25 03:12:14.893	2024-04-25 06:36:39.091
201	run_discovery_analysis_trans (143)	COMPLETED	0	3h 19m 41s	1.5 GB	2024-04-25 03:18:26.405	2024-04-25 03:18:30.254	2024-04-25 06:38:12.283
205	run_discovery_analysis_trans (147)	COMPLETED	0	3h 18m 12s	1.6 GB	2024-04-25 03:20:34.243	2024-04-25 03:20:37.731	2024-04-25 06:38:53.660
206	run_discovery_analysis_trans (148)	COMPLETED	0	3h 17m 41s	1.6 GB	2024-04-25 03:21:06.281	2024-04-25 03:21:13.145	2024-04-25 06:39:03.836
213	run_discovery_analysis_trans (155)	COMPLETED	0	3h 14m 6s	1.6 GB	2024-04-25 03:24:51.818	2024-04-25 03:24:56.935	2024-04-25 06:39:14.282
197	run_discovery_analysis_trans (139)	COMPLETED	0	3h 22m 37s	1.5 GB	2024-04-25 03:16:18.700	2024-04-25 03:16:23.681	2024-04-25 06:39:24.814
198	run_discovery_analysis_trans (140)	COMPLETED	0	3h 24m 14s	1.5 GB	2024-04-25 03:16:50.703	2024-04-25 03:16:59.082	2024-04-25 06:41:13.197
219	run_discovery_analysis_trans (161)	COMPLETED	0	3h 13m 29s	1.6 GB	2024-04-25 03:28:03.606	2024-04-25 03:28:09.313	2024-04-25 06:41:39.770
204	run_discovery_analysis_trans (146)	COMPLETED	0	3h 22m 24s	1.5 GB	2024-04-25 03:20:02.426	2024-04-25 03:20:07.105	2024-04-25 06:42:31.990
208	run_discovery_analysis_trans (150)	COMPLETED	0	3h 20m 13s	1.6 GB	2024-04-25 03:22:10.103	2024-04-25 03:22:19.300	2024-04-25 06:42:42.654
202	run_discovery_analysis_trans (144)	COMPLETED	0	3h 23m 48s	1.6 GB	2024-04-25 03:18:58.524	2024-04-25 03:19:05.770	2024-04-25 06:42:53.267
210	run_discovery_analysis_trans (152)	COMPLETED	0	3h 19m 39s	1.6 GB	2024-04-25 03:23:14.880	2024-04-25 03:23:20.622	2024-04-25 06:43:04.070
221	run_discovery_analysis_trans (163)	COMPLETED	0	3h 13m 41s	1.5 GB	2024-04-25 03:29:06.462	2024-04-25 03:29:15.577	2024-04-25 06:43:14.900
236	run_discovery_analysis_trans (178)	COMPLETED	0	3h 7m 3s	1.6 GB	2024-04-25 03:37:01.848	2024-04-25 03:37:09.650	2024-04-25 06:44:12.741
216	run_discovery_analysis_trans (158)	COMPLETED	0	3h 18m 6s	1.6 GB	2024-04-25 03:26:27.835	2024-04-25 03:26:33.130	2024-04-25 06:44:39.390
222	run_discovery_analysis_trans (164)	COMPLETED	0	3h 15m 10s	1.5 GB	2024-04-25 03:29:37.675	2024-04-25 03:29:46.234	2024-04-25 06:44:54.948
223	run_discovery_analysis_trans (165)	COMPLETED	0	3h 15m 45s	1.6 GB	2024-04-25 03:30:09.301	2024-04-25 03:30:17.058	2024-04-25 06:46:01.679
225	run_discovery_analysis_trans (167)	COMPLETED	0	3h 14m 55s	1.6 GB	2024-04-25 03:31:12.431	2024-04-25 03:31:17.830	2024-04-25 06:46:12.084
207	run_discovery_analysis_trans (149)	COMPLETED	0	3h 24m 25s	1.6 GB	2024-04-25 03:21:38.060	2024-04-25 03:21:43.717	2024-04-25 06:46:33.425
209	run_discovery_analysis_trans (151)	COMPLETED	0	3h 23m 31s	1.6 GB	2024-04-25 03:22:42.506	2024-04-25 03:22:55.136	2024-04-25 06:46:43.662
212	run_discovery_analysis_trans (154)	COMPLETED	0	3h 22m 14s	1.6 GB	2024-04-25 03:24:19.580	2024-04-25 03:24:26.400	2024-04-25 06:46:54.000
218	run_discovery_analysis_trans (160)	COMPLETED	0	3h 19m 7s	1.6 GB	2024-04-25 03:27:31.846	2024-04-25 03:27:38.931	2024-04-25 06:47:04.430
224	run_discovery_analysis_trans (166)	COMPLETED	0	3h 16m 6s	1.6 GB	2024-04-25 03:30:40.826	2024-04-25 03:30:47.444	2024-04-25 06:47:14.583
228	run_discovery_analysis_trans (170)	COMPLETED	0	3h 14m 24s	1.6 GB	2024-04-25 03:32:45.988	2024-04-25 03:32:55.087	2024-04-25 06:47:25.253
203	run_discovery_analysis_trans (145)	COMPLETED	0	3h 27m 38s	1.6 GB	2024-04-25 03:19:30.574	2024-04-25 03:19:36.658	2024-04-25 06:47:35.805
217	run_discovery_analysis_trans (159)	COMPLETED	0	3h 20m 20s	1.6 GB	2024-04-25 03:26:59.844	2024-04-25 03:27:03.597	2024-04-25 06:47:45.993
215	run_discovery_analysis_trans (157)	COMPLETED	0	3h 21m 49s	1.6 GB	2024-04-25 03:25:55.836	2024-04-25 03:26:02.716	2024-04-25 06:48:17.263
227	run_discovery_analysis_trans (169)	COMPLETED	0	3h 15m 51s	1.5 GB	2024-04-25 03:32:14.926	2024-04-25 03:32:19.314	2024-04-25 06:48:27.679
214	run_discovery_analysis_trans (156)	COMPLETED	0	3h 24m 45s	1.6 GB	2024-04-25 03:25:23.807	2024-04-25 03:25:32.267	2024-04-25 06:50:13.894
229	run_discovery_analysis_trans (171)	COMPLETED	0	3h 18m 8s	1.5 GB	2024-04-25 03:33:18.366	2024-04-25 03:33:25.591	2024-04-25 06:51:33.607
238	run_discovery_analysis_trans (180)	COMPLETED	0	3h 13m 31s	1.6 GB	2024-04-25 03:38:04.179	2024-04-25 03:38:11.205	2024-04-25 06:51:43.222
226	run_discovery_analysis_trans (168)	COMPLETED	0	3h 20m 7s	1.6 GB	2024-04-25 03:31:43.462	2024-04-25 03:31:53.370	2024-04-25 06:51:58.001
237	run_discovery_analysis_trans (179)	COMPLETED	0	3h 14m 17s	1.6 GB	2024-04-25 03:37:32.930	2024-04-25 03:37:40.316	2024-04-25 06:52:07.616
220	run_discovery_analysis_trans (162)	COMPLETED	0	3h 25m 1s	1.6 GB	2024-04-25 03:28:35.267	2024-04-25 03:28:39.773	2024-04-25 06:53:42.468
232	run_discovery_analysis_trans (174)	COMPLETED	0	3h 18m 38s	1.5 GB	2024-04-25 03:34:55.622	2024-04-25 03:35:02.442	2024-04-25 06:53:51.898
234	run_discovery_analysis_trans (176)	COMPLETED	0	3h 17m 53s	1.6 GB	2024-04-25 03:35:59.130	2024-04-25 03:36:03.630	2024-04-25 06:54:01.321
266	run_discovery_analysis_trans (208)	COMPLETED	0	3h 47s	1.5 GB	2024-04-25 03:52:34.275	2024-04-25 03:57:38.943	2024-04-25 06:54:10.755
231	run_discovery_analysis_trans (173)	COMPLETED	0	3h 20m 7s	1.6 GB	2024-04-25 03:34:23.073	2024-04-25 03:34:31.662	2024-04-25 06:54:35.476
230	run_discovery_analysis_trans (172)	COMPLETED	0	3h 20m 41s	1.5 GB	2024-04-25 03:33:50.662	2024-04-25 03:34:01.168	2024-04-25 06:54:45.093
235	run_discovery_analysis_trans (177)	COMPLETED	0	3h 18m 27s	1.6 GB	2024-04-25 03:36:30.759	2024-04-25 03:36:39.053	2024-04-25 06:55:05.335
233	run_discovery_analysis_trans (175)	COMPLETED	0	3h 20m 29s	1.6 GB	2024-04-25 03:35:28.008	2024-04-25 03:35:38.237	2024-04-25 06:56:04.960
251	run_discovery_analysis_trans (193)	COMPLETED	0	3h 6m 59s	1.6 GB	2024-04-25 03:44:47.504	2024-04-25 03:55:01.672	2024-04-25 06:59:54.561
252	run_discovery_analysis_trans (194)	COMPLETED	0	3h 7m 19s	1.6 GB	2024-04-25 03:45:17.657	2024-04-25 03:55:12.186	2024-04-25 07:00:19.137
246	run_discovery_analysis_trans (188)	COMPLETED	0	3h 8m 2s	1.6 GB	2024-04-25 03:42:12.194	2024-04-25 03:54:09.519	2024-04-25 07:00:58.708
260	run_discovery_analysis_trans (202)	COMPLETED	0	3h 8m 58s	1.5 GB	2024-04-25 03:49:27.864	2024-04-25 03:56:35.831	2024-04-25 07:01:58.280
274	run_discovery_analysis_trans (216)	COMPLETED	0	3h 4m 49s	1.5 GB	2024-04-25 03:56:59.361	2024-04-25 03:59:06.173	2024-04-25 07:03:02.861
279	run_discovery_analysis_trans (221)	COMPLETED	0	3h 3m 31s	1.5 GB	2024-04-25 03:59:44.358	2024-04-25 03:59:57.967	2024-04-25 07:03:22.425
264	run_discovery_analysis_trans (206)	COMPLETED	0	3h 11m 39s	1.6 GB	2024-04-25 03:51:32.014	2024-04-25 03:57:17.795	2024-04-25 07:04:37.025
250	run_discovery_analysis_trans (192)	COMPLETED	0	3h 11m 58s	1.6 GB	2024-04-25 03:44:16.616	2024-04-25 03:54:51.128	2024-04-25 07:04:56.621
256	run_discovery_analysis_trans (198)	COMPLETED	0	3h 12m 2s	1.5 GB	2024-04-25 03:47:22.620	2024-04-25 03:55:53.877	2024-04-25 07:05:06.195
257	run_discovery_analysis_trans (199)	COMPLETED	0	3h 12m 5s	1.6 GB	2024-04-25 03:47:54.022	2024-04-25 03:56:04.248	2024-04-25 07:05:15.805
265	run_discovery_analysis_trans (207)	COMPLETED	0	3h 12m 55s	1.6 GB	2024-04-25 03:52:02.728	2024-04-25 03:57:28.484	2024-04-25 07:05:55.650
247	run_discovery_analysis_trans (189)	COMPLETED	0	3h 13m 1s	1.6 GB	2024-04-25 03:42:43.524	2024-04-25 03:54:19.788	2024-04-25 07:06:05.198
261	run_discovery_analysis_trans (203)	COMPLETED	0	3h 13m 22s	1.6 GB	2024-04-25 03:49:58.931	2024-04-25 03:56:46.131	2024-04-25 07:06:19.771
239	run_discovery_analysis_trans (181)	COMPLETED	0	3h 13m 53s	1.6 GB	2024-04-25 03:38:35.835	2024-04-25 03:52:57.166	2024-04-25 07:06:49.279
241	run_discovery_analysis_trans (183)	COMPLETED	0	3h 14m 6s	1.6 GB	2024-04-25 03:39:37.935	2024-04-25 03:53:17.878	2024-04-25 07:07:04.077
276	run_discovery_analysis_trans (218)	COMPLETED	0	3h 8m 59s	1.5 GB	2024-04-25 03:58:05.373	2024-04-25 03:59:26.515	2024-04-25 07:07:13.656
242	run_discovery_analysis_trans (184)	COMPLETED	0	3h 14m 30s	1.5 GB	2024-04-25 03:40:08.899	2024-04-25 03:53:28.270	2024-04-25 07:07:28.346
284	run_discovery_analysis_trans (226)	COMPLETED	0	3h 6m 7s	1.6 GB	2024-04-25 04:02:22.610	2024-04-25 04:02:30.831	2024-04-25 07:08:38.030
262	run_discovery_analysis_trans (204)	COMPLETED	0	3h 15m 51s	1.6 GB	2024-04-25 03:50:29.836	2024-04-25 03:56:56.825	2024-04-25 07:08:47.536
249	run_discovery_analysis_trans (191)	COMPLETED	0	3h 16m 11s	1.6 GB	2024-04-25 03:43:45.944	2024-04-25 03:54:40.804	2024-04-25 07:09:07.134
248	run_discovery_analysis_trans (190)	COMPLETED	0	3h 16m 54s	1.6 GB	2024-04-25 03:43:14.945	2024-04-25 03:54:30.402	2024-04-25 07:09:51.611
263	run_discovery_analysis_trans (205)	COMPLETED	0	3h 17m 4s	1.6 GB	2024-04-25 03:51:01.252	2024-04-25 03:57:07.184	2024-04-25 07:10:01.030
273	run_discovery_analysis_trans (215)	COMPLETED	0	3h 11m 48s	1.6 GB	2024-04-25 03:56:26.047	2024-04-25 03:58:55.810	2024-04-25 07:10:10.511
277	run_discovery_analysis_trans (219)	COMPLETED	0	3h 11m 5s	1.6 GB	2024-04-25 03:58:37.920	2024-04-25 03:59:36.992	2024-04-25 07:10:19.936
243	run_discovery_analysis_trans (185)	COMPLETED	0	3h 17m 8s	1.6 GB	2024-04-25 03:40:40.284	2024-04-25 03:53:38.405	2024-04-25 07:10:29.475
244	run_discovery_analysis_trans (186)	COMPLETED	0	3h 17m 39s	1.6 GB	2024-04-25 03:41:10.431	2024-04-25 03:53:48.775	2024-04-25 07:10:39.211
258	run_discovery_analysis_trans (200)	COMPLETED	0	3h 17m 20s	1.5 GB	2024-04-25 03:48:25.398	2024-04-25 03:56:14.593	2024-04-25 07:10:48.931
268	run_discovery_analysis_trans (210)	COMPLETED	0	3h 16m 47s	1.6 GB	2024-04-25 03:53:38.263	2024-04-25 03:57:59.550	2024-04-25 07:10:58.668
272	run_discovery_analysis_trans (214)	COMPLETED	0	3h 12m 2s	1.5 GB	2024-04-25 03:55:52.877	2024-04-25 03:58:45.435	2024-04-25 07:11:08.205
245	run_discovery_analysis_trans (187)	COMPLETED	0	3h 18m 7s	1.6 GB	2024-04-25 03:41:40.778	2024-04-25 03:53:59.162	2024-04-25 07:11:17.852
271	run_discovery_analysis_trans (213)	COMPLETED	0	3h 13m 13s	1.6 GB	2024-04-25 03:55:19.831	2024-04-25 03:58:35.320	2024-04-25 07:11:27.254
254	run_discovery_analysis_trans (196)	COMPLETED	0	3h 18m 33s	1.5 GB	2024-04-25 03:46:20.338	2024-04-25 03:55:33.046	2024-04-25 07:11:36.778
255	run_discovery_analysis_trans (197)	COMPLETED	0	3h 18m 42s	1.6 GB	2024-04-25 03:46:51.047	2024-04-25 03:55:43.605	2024-04-25 07:11:46.140
270	run_discovery_analysis_trans (212)	COMPLETED	0	3h 14m 12s	1.6 GB	2024-04-25 03:54:45.799	2024-04-25 03:58:24.998	2024-04-25 07:12:25.685
240	run_discovery_analysis_trans (182)	COMPLETED	0	3h 19m 38s	1.5 GB	2024-04-25 03:39:06.382	2024-04-25 03:53:07.450	2024-04-25 07:12:35.158
259	run_discovery_analysis_trans (201)	COMPLETED	0	3h 19m 31s	1.6 GB	2024-04-25 03:48:56.443	2024-04-25 03:56:25.163	2024-04-25 07:12:44.507
287	run_discovery_analysis_trans (229)	COMPLETED	0	3h 8m 36s	1.6 GB	2024-04-25 04:03:56.858	2024-04-25 04:04:02.820	2024-04-25 07:12:53.869
253	run_discovery_analysis_trans (195)	COMPLETED	0	3h 20m 7s	1.6 GB	2024-04-25 03:45:49.049	2024-04-25 03:55:22.457	2024-04-25 07:13:03.382
282	run_discovery_analysis_trans (224)	COMPLETED	0	3h 11m 33s	1.6 GB	2024-04-25 04:01:19.308	2024-04-25 04:01:24.811	2024-04-25 07:13:12.890
281	run_discovery_analysis_trans (223)	COMPLETED	0	3h 12m 46s	1.5 GB	2024-04-25 04:00:48.196	2024-04-25 04:00:54.252	2024-04-25 07:13:42.615
288	run_discovery_analysis_trans (230)	COMPLETED	0	3h 9m 11s	1.5 GB	2024-04-25 04:04:28.544	2024-04-25 04:04:33.298	2024-04-25 07:13:52.084
292	run_discovery_analysis_trans (234)	COMPLETED	0	3h 7m 11s	1.5 GB	2024-04-25 04:06:34.416	2024-04-25 04:06:40.723	2024-04-25 07:14:01.431
269	run_discovery_analysis_trans (211)	COMPLETED	0	3h 15m 54s	1.5 GB	2024-04-25 03:54:11.997	2024-04-25 03:58:14.738	2024-04-25 07:14:10.866
278	run_discovery_analysis_trans (220)	COMPLETED	0	3h 14m 44s	1.5 GB	2024-04-25 03:59:10.896	2024-04-25 03:59:47.334	2024-04-25 07:14:20.249
297	run_discovery_analysis_trans (239)	COMPLETED	0	3h 5m 2s	1.7 GB	2024-04-25 04:09:11.055	2024-04-25 04:09:19.256	2024-04-25 07:14:29.743
267	run_discovery_analysis_trans (209)	COMPLETED	0	3h 21m 15s	1.6 GB	2024-04-25 03:53:05.134	2024-04-25 03:57:49.318	2024-04-25 07:14:39.301
275	run_discovery_analysis_trans (217)	COMPLETED	0	3h 17m 17s	1.6 GB	2024-04-25 03:57:32.447	2024-04-25 03:59:16.234	2024-04-25 07:15:28.902
285	run_discovery_analysis_trans (227)	COMPLETED	0	3h 12m 35s	1.7 GB	2024-04-25 04:02:54.296	2024-04-25 04:03:01.559	2024-04-25 07:15:38.510
280	run_discovery_analysis_trans (222)	COMPLETED	0	3h 15m 57s	1.6 GB	2024-04-25 04:00:16.598	2024-04-25 04:00:23.582	2024-04-25 07:16:23.243
289	run_discovery_analysis_trans (231)	COMPLETED	0	3h 11m 20s	1.5 GB	2024-04-25 04:05:00.089	2024-04-25 04:05:08.674	2024-04-25 07:16:32.626
296	run_discovery_analysis_trans (238)	COMPLETED	0	3h 7m 44s	1.6 GB	2024-04-25 04:08:40.014	2024-04-25 04:08:48.409	2024-04-25 07:16:42.118
290	run_discovery_analysis_trans (232)	COMPLETED	0	3h 11m 42s	1.6 GB	2024-04-25 04:05:31.147	2024-04-25 04:05:39.201	2024-04-25 07:17:21.636
295	run_discovery_analysis_trans (237)	COMPLETED	0	3h 10m 16s	1.6 GB	2024-04-25 04:08:08.585	2024-04-25 04:08:17.631	2024-04-25 07:18:31.147
283	run_discovery_analysis_trans (225)	COMPLETED	0	3h 16m 50s	1.5 GB	2024-04-25 04:01:50.887	2024-04-25 04:02:00.280	2024-04-25 07:18:50.692
291	run_discovery_analysis_trans (233)	COMPLETED	0	3h 13m 26s	1.6 GB	2024-04-25 04:06:02.636	2024-04-25 04:06:09.927	2024-04-25 07:19:40.255
294	run_discovery_analysis_trans (236)	COMPLETED	0	3h 12m 10s	1.5 GB	2024-04-25 04:07:37.586	2024-04-25 04:07:46.756	2024-04-25 07:19:54.776
298	run_discovery_analysis_trans (240)	COMPLETED	0	3h 10m 24s	1.6 GB	2024-04-25 04:09:42.011	2024-04-25 04:09:49.959	2024-04-25 07:20:14.382
286	run_discovery_analysis_trans (228)	COMPLETED	0	3h 16m 49s	1.5 GB	2024-04-25 04:03:25.415	2024-04-25 04:03:32.205	2024-04-25 07:20:24.002
293	run_discovery_analysis_trans (235)	COMPLETED	0	3h 15m 54s	1.6 GB	2024-04-25 04:07:05.933	2024-04-25 04:07:16.111	2024-04-25 07:23:08.637
325	run_discovery_analysis_trans (267)	COMPLETED	0	3h 10m 7s	1.6 GB	2024-04-25 05:04:04.163	2024-04-25 05:04:12.312	2024-04-25 08:14:18.485
329	run_discovery_analysis_trans (271)	COMPLETED	0	3h 7m 28s	1.5 GB	2024-04-25 05:14:52.575	2024-04-25 05:15:00.145	2024-04-25 08:22:28.513
384	run_discovery_analysis_trans (326)	COMPLETED	0	1h 43m 7s	1.5 GB	2024-04-25 06:39:32.475	2024-04-25 06:39:45.988	2024-04-25 08:22:43.164
375	run_discovery_analysis_trans (317)	COMPLETED	0	3h 14m 6s	1.5 GB	2024-04-25 05:10:55.365	2024-04-25 05:11:02.621	2024-04-25 08:25:07.790
390	run_discovery_analysis_trans (332)	COMPLETED	0	1h 43m 9s	1.6 GB	2024-04-25 06:42:14.508	2024-04-25 06:42:16.294	2024-04-25 08:25:27.440
337	run_discovery_analysis_trans (279)	COMPLETED	0	3h 13m 9s	1.5 GB	2024-04-25 05:12:20.077	2024-04-25 05:12:28.490	2024-04-25 08:25:36.940
330	run_discovery_analysis_trans (272)	COMPLETED	0	3h 10m 53s	1.5 GB	2024-04-25 05:15:25.138	2024-04-25 05:15:30.845	2024-04-25 08:26:26.450
396	run_discovery_analysis_trans (338)	COMPLETED	0	1h 41m 7s	1.6 GB	2024-04-25 06:45:29.953	2024-04-25 06:45:35.943	2024-04-25 08:26:41.181
395	run_discovery_analysis_trans (337)	COMPLETED	0	1h 42m 12s	1.6 GB	2024-04-25 06:44:57.810	2024-04-25 06:45:05.344	2024-04-25 08:27:15.751
377	run_discovery_analysis_trans (319)	COMPLETED	0	1h 51m 50s	1.6 GB	2024-04-25 06:36:17.711	2024-04-25 06:36:28.681	2024-04-25 08:28:10.306
361	run_discovery_analysis_trans (303)	COMPLETED	0	3h 10m 45s	1.6 GB	2024-04-25 05:18:33.231	2024-04-25 05:18:41.681	2024-04-25 08:29:24.767
331	run_discovery_analysis_trans (273)	COMPLETED	0	3h 13m 38s	1.6 GB	2024-04-25 05:15:57.256	2024-04-25 05:16:06.349	2024-04-25 08:29:44.319
397	run_discovery_analysis_trans (339)	COMPLETED	0	1h 43m 39s	1.6 GB	2024-04-25 06:46:01.358	2024-04-25 06:46:22.845	2024-04-25 08:29:53.916
